ticket_id,client_id,created_at,subject,status,resolved_at,category,assigned_to
c13500d4,client_069,2026-02-06 15:54:52,OFFENSIVE color scheme!,open,,feature_request,agent_02
b1785c83,client_070,2026-02-06 15:54:52,ABOMINATION of a theme!,open,,general,agent_05
004544a3,client_071,2026-02-06 15:54:52,GROSS menu design!,open,,feature_request,agent_02
3e60bf55,client_072,2026-02-06 15:54:52,UGLY gradient!,open,,general,agent_04
8b9927e4,client_073,2026-02-06 15:54:52,TERRIBLE button shape!,open,,feature_request,agent_04
c1ddd6f8,client_074,2026-02-06 15:54:52,ATROCIOUS spacing!,open,,feature_request,agent_04
adde8235,client_075,2026-02-06 15:54:52,HIDEOUS palette!,open,,feature_request,agent_04
74abe104,client_076,2026-02-06 15:54:52,I HATE this color!,open,,feature_request,agent_05
7b7475d0,client_077,2026-02-06 15:54:52,WORST font ever!,open,,feature_request,agent_02
dedc4414,client_078,2026-02-06 15:54:52,TERRIBLE UI update!,open,,general,agent_05
a8aa00ca,client_079,2026-02-06 15:54:52,UGLY button colors!,open,,feature_request,agent_05
73123a6b,client_080,2026-02-06 15:54:52,AWFUL new design!,open,,feature_request,agent_03
472e151f,client_081,2026-02-06 15:54:52,DISGUSTING layout!,open,,general,agent_01
1d3ddc18,client_082,2026-02-06 15:54:52,HORRIBLE theme change!,open,,general,agent_05
e2594e0d,client_083,2026-02-06 15:54:52,PATHETIC icon design!,open,,feature_request,agent_02
d8c25817,client_084,2026-02-06 15:54:52,OFFENSIVE color scheme!,open,,feature_request,agent_03
51da8273,client_085,2026-02-06 15:54:52,ABOMINATION of a theme!,open,,general,agent_02
4cce3692,client_086,2026-02-06 15:54:52,GROSS menu design!,open,,general,agent_02
e964ce75,client_087,2026-02-06 15:54:52,UGLY gradient!,open,,general,agent_02
125fed01,client_088,2026-02-06 15:54:52,TERRIBLE button shape!,open,,general,agent_04
ba919bc8,client_089,2026-02-06 15:54:52,ATROCIOUS spacing!,open,,general,agent_05
a65741ed,client_090,2026-02-06 15:54:52,HIDEOUS palette!,open,,feature_request,agent_02
2989aace,client_091,2026-02-06 15:54:52,I HATE this color!,open,,feature_request,agent_05
9264df29,client_092,2026-02-06 15:54:52,WORST font ever!,open,,feature_request,agent_02
896ae895,client_093,2026-02-06 15:54:52,TERRIBLE UI update!,open,,general,agent_04
0e481319,client_094,2026-02-06 15:54:52,UGLY button colors!,open,,general,agent_03
78e3c3f0,client_095,2026-02-06 15:54:52,AWFUL new design!,open,,general,agent_02
321086d7,client_096,2026-02-06 15:54:52,DISGUSTING layout!,open,,general,agent_03
b8383338,client_097,2026-02-06 15:54:52,HORRIBLE theme change!,open,,feature_request,agent_05
b5664d39,client_098,2026-02-06 15:54:52,PATHETIC icon design!,open,,general,agent_04
4c5651fc,client_099,2026-02-06 15:54:52,OFFENSIVE color scheme!,open,,general,agent_01
27b29299,client_100,2026-02-06 15:54:52,ABOMINATION of a theme!,open,,feature_request,agent_02
5f4f0ec2,client_101,2026-02-06 15:54:52,GROSS menu design!,open,,general,agent_01
5f7b7f7e,client_102,2026-02-06 15:54:52,UGLY gradient!,open,,general,agent_05
abc116a5,client_103,2026-02-06 15:54:52,TERRIBLE button shape!,open,,general,agent_01
6e6521b6,client_104,2026-02-06 15:54:52,ATROCIOUS spacing!,open,,feature_request,agent_05
e9ede071,client_105,2026-02-06 15:54:52,HIDEOUS palette!,open,,feature_request,agent_04
e8483540,client_106,2026-02-06 15:54:52,I HATE this color!,open,,general,agent_01
6ebe6c30,client_107,2026-02-06 15:54:52,WORST font ever!,open,,general,agent_02
144504aa,client_108,2026-02-06 15:54:52,TERRIBLE UI update!,open,,feature_request,agent_05
8df92f3d,client_109,2026-02-06 15:54:52,UGLY button colors!,open,,feature_request,agent_05
fb15bc65,client_110,2026-02-06 15:54:52,AWFUL new design!,open,,general,agent_01
85e4a734,client_111,2026-02-06 15:54:52,DISGUSTING layout!,open,,feature_request,agent_04
0ab80fa5,client_112,2026-02-06 15:54:52,HORRIBLE theme change!,open,,general,agent_02
e8f64d99,client_113,2026-02-06 15:54:52,PATHETIC icon design!,open,,general,agent_04
65efe609,client_114,2026-02-06 15:54:52,OFFENSIVE color scheme!,open,,general,agent_03
8d7b8353,client_115,2026-02-06 15:54:52,ABOMINATION of a theme!,open,,feature_request,agent_01
2c664c7d,client_116,2026-02-06 15:54:52,GROSS menu design!,open,,feature_request,agent_05
eb26ae21,client_117,2026-02-06 15:54:52,UGLY gradient!,open,,general,agent_05
4f135a78,client_118,2026-02-06 15:54:52,TERRIBLE button shape!,open,,feature_request,agent_05
4c18e701,client_119,2026-02-06 15:54:52,ATROCIOUS spacing!,open,,general,agent_01
dadba54d,client_120,2026-02-06 15:54:52,HIDEOUS palette!,open,,feature_request,agent_02
8812944f,client_121,2026-02-06 15:54:52,I HATE this color!,open,,feature_request,agent_01
9479ea50,client_122,2026-02-06 15:54:52,WORST font ever!,open,,feature_request,agent_05
775e1092,client_123,2026-02-06 15:54:52,TERRIBLE UI update!,open,,feature_request,agent_05
bbb9d53e,client_124,2026-02-06 15:54:52,UGLY button colors!,open,,feature_request,agent_02
fee45593,client_125,2026-02-06 15:54:52,AWFUL new design!,open,,feature_request,agent_01
6a4b33e5,client_126,2026-02-06 15:54:52,DISGUSTING layout!,open,,feature_request,agent_01
c69f5845,client_127,2026-02-06 15:54:52,HORRIBLE theme change!,open,,feature_request,agent_02
6fd4c9b3,client_128,2026-02-06 15:54:52,PATHETIC icon design!,open,,general,agent_02
321e38ef,client_129,2026-02-06 15:54:52,OFFENSIVE color scheme!,open,,general,agent_04
d55fe116,client_130,2026-02-06 15:54:52,ABOMINATION of a theme!,open,,feature_request,agent_01
7a8445df,client_131,2026-02-06 15:54:52,GROSS menu design!,open,,feature_request,agent_02
17dc4c9a,client_132,2026-02-06 15:54:52,UGLY gradient!,open,,general,agent_04
f8f4d896,client_133,2026-02-06 15:54:52,TERRIBLE button shape!,open,,feature_request,agent_04
421ec850,client_134,2026-02-06 15:54:52,ATROCIOUS spacing!,open,,general,agent_04
7518d6cf,client_135,2026-02-06 15:54:52,HIDEOUS palette!,open,,feature_request,agent_05
d3a09f65,client_136,2026-02-06 15:54:52,I HATE this color!,open,,feature_request,agent_03
d9d54557,client_137,2026-02-06 15:54:52,WORST font ever!,open,,feature_request,agent_04
19dd5593,client_138,2026-02-06 15:54:52,TERRIBLE UI update!,open,,feature_request,agent_01
3014d936,client_139,2026-02-06 15:54:52,UGLY button colors!,open,,general,agent_05
df338f89,client_140,2026-02-06 15:54:52,AWFUL new design!,open,,general,agent_03
cb838908,client_141,2026-02-06 15:54:52,DISGUSTING layout!,open,,feature_request,agent_03
e2b1d6e0,client_142,2026-02-06 15:54:52,HORRIBLE theme change!,open,,general,agent_01
e609159d,client_143,2026-02-06 15:54:52,PATHETIC icon design!,open,,general,agent_02
d1706148,client_144,2026-02-06 15:54:52,OFFENSIVE color scheme!,open,,general,agent_05
f837c94c,client_145,2026-02-06 15:54:52,ABOMINATION of a theme!,open,,general,agent_03
baa8197a,client_146,2026-02-06 15:54:52,GROSS menu design!,open,,feature_request,agent_05
769e7ed8,client_147,2026-02-06 15:54:52,UGLY gradient!,open,,feature_request,agent_01
c5b29edd,client_148,2026-02-06 15:54:52,TERRIBLE button shape!,open,,feature_request,agent_03
e31611db,client_149,2026-02-06 15:54:52,ATROCIOUS spacing!,open,,general,agent_01
f4be0a09,client_150,2026-02-06 15:54:52,HIDEOUS palette!,open,,feature_request,agent_02
